sepalLength,spealWidth,petalLength,petalWidth,variety
5.624390876008817,2.540157682475246,3.994953386629361,1.5795746662011,Iris-versicolor
6.118654677258239,2.0096878384668395,5.030294626340383,1.3345971060957504,Iris-versicolor
4.290611474966969,2.9271303569123117,1.4656490453781517,0.1272379402722283,Iris-setosa
5.4819868711695925,2.519493382172748,4.977650693898424,1.60882838944856,Iris-versicolor
6.157223644539739,2.706051843708148,4.577460567901455,1.3044646973245,Iris-versicolor
6.5185481079234755,2.7394164914721633,4.135505648612239,1.2888840542183024,Iris-versicolor
5.708474956403956,4.606659132726032,1.5669630892305595,0.22676435503435927,Iris-setosa
6.277770700992696,3.436210411541001,3.0403486500357877,1.0825659132676417,Iris-versicolor
5.119958679130234,2.3524825571293606,3.963035324882423,1.3783689374615138,Iris-versicolor
4.957618122851053,3.7891394533899136,1.7409241386320355,0.384066017626325,Iris-setosa
4.591280750058335,3.5920503025550703,1.654160298827733,0.3252944222494141,Iris-setosa
7.169618881939456,2.410672859797384,5.898163583277494,1.9006035751572292,Iris-virginica
6.64762148403498,2.0456666734235176,3.678924971886531,1.183082073256454,Iris-versicolor
5.653995081074373,2.776101629285656,3.1803562875165916,1.4926643518688911,Iris-versicolor
6.550226492592066,2.6814857252357815,4.56704890322082,1.437344442765666,Iris-versicolor
5.8509992019603745,2.7964768683629786,4.958154310775485,1.36137743519587,Iris-versicolor
5.2508292906631535,3.7498096999716517,1.4111437180540964,0.23848207855490297,Iris-setosa
6.708501574972472,2.743048453824512,5.180884202493744,2.1838901164452955,Iris-virginica
7.255268833631307,3.5922598608204317,5.391873292316571,2.013159589549586,Iris-virginica
5.736128087525193,2.5162342126153217,5.8017148074210425,2.2171280245567266,Iris-virginica
7.088058710247901,2.8783665771938387,5.448378560981584,2.10089451449394,Iris-virginica
5.416860642123139,4.0300214797950025,1.3434972180081317,0.3301240852187592,Iris-setosa
5.629282531533766,2.411593742140965,3.4036523868611877,1.3976261019476994,Iris-versicolor
6.730360461930791,2.6297182460730686,5.375240378321189,1.504278574878108,Iris-virginica
4.714644017926718,2.79384822791345,4.679038787485789,1.2235714580278252,Iris-versicolor
7.116949075934803,2.411047927828314,6.276859467287294,2.5465314870800655,Iris-virginica
5.132799565051255,3.6331607704291375,1.2888911185603993,0.15621497518703348,Iris-setosa
6.916729463118901,3.3532211639584775,6.5200269617191395,2.2043563756039033,Iris-virginica
5.763079593018318,2.99368669589033,4.0870347393637,1.3956013686459918,Iris-versicolor
6.56917945280043,2.6598280316489213,5.741392297334419,1.7118443196353894,Iris-virginica
4.729331709901202,2.9234627106016022,1.1443364704531298,0.2993390893258171,Iris-setosa
4.5022217067010155,2.699101027526504,1.4195851710197103,0.1,Iris-setosa
5.907954742409496,2.4829702270041327,3.528246512527306,1.6913684403703382,Iris-versicolor
5.661552090862429,2.6802609212754565,4.574308445939187,1.3198150003979934,Iris-versicolor
7.1427383775729965,3.1563563171371287,6.034350593405186,2.3937824162496315,Iris-virginica
4.922906940074991,2.5899284055702387,3.8039206509247943,1.417815149410885,Iris-versicolor
6.7940414868590535,3.1552754844461086,2.7143818065953322,1.5538821105454694,Iris-versicolor
5.251774606391984,3.577130961074843,1.6168684270647977,0.3126930391766068,Iris-setosa
6.267327603643285,2.367050500348637,3.8941597588276724,1.206878989218512,Iris-versicolor
5.762528125331072,2.8298081766658942,5.37491819318755,1.3887540765525623,Iris-versicolor
6.447403924324589,2.4770218234159196,3.740855902135845,1.317506040612591,Iris-versicolor
5.086065896980654,3.92340710387304,1.1839054004209077,0.26538655514589193,Iris-setosa
5.997081188847495,3.2768088212545092,5.69029045885821,2.106141569406289,Iris-virginica
4.878177660320389,3.7518183584247526,1.5210303407511216,0.40352883394510375,Iris-setosa
5.982727945012344,2.6060509586102394,6.03680106260903,2.6578889367070935,Iris-virginica
5.662752627922955,3.6075826770255675,1.2559044949839417,0.3149381289065521,Iris-setosa
6.728232197785473,2.4997031034108037,3.8931544170630152,1.3567960533592225,Iris-versicolor
6.596661642751962,3.2524761019824955,3.8584961950315724,1.3479198982759955,Iris-versicolor
5.275768743753485,3.2711338168778292,1.5417179231455624,0.1,Iris-setosa
5.430700574655915,3.5299709706529527,1.3062722805778564,0.2025878861354615,Iris-setosa
6.230782055432777,2.2624853285151545,3.908128619192575,1.4418826485194667,Iris-versicolor
7.064903308125753,3.1236867361541067,6.19856704635378,1.4035778231898464,Iris-virginica
5.481331084619074,2.455211837127751,3.760751178469885,1.4558364016740897,Iris-versicolor
6.036799821281396,2.5196362303310345,5.687604635096048,2.3318830378025974,Iris-virginica
5.418884630105822,3.229495228700887,1.8010253288783677,0.2788903778378297,Iris-setosa
5.922647607312648,3.011009409514828,5.683416185468536,2.09070093902477,Iris-virginica
5.043337546888167,3.696253021764752,1.347907289426952,0.26390089147317597,Iris-setosa
5.260135815265669,3.391677294446622,5.2430366664263435,1.548010271981195,Iris-virginica
4.506376706759794,3.5128940932134975,1.5894600587140462,0.3109803346651867,Iris-setosa
4.523948751321067,4.096869009957068,1.3280513034240986,0.22251500996063836,Iris-setosa
4.922957381682132,3.273790492332842,1.369487095943932,0.27697200284942625,Iris-setosa
6.162809465038668,3.366559495026376,4.684707837376647,2.32728586398769,Iris-virginica
5.874639523838079,2.357260700414807,4.1690819316965735,1.430850834159749,Iris-versicolor
5.378565419371055,2.7614377346456394,1.257296277308821,0.1,Iris-setosa
5.44689433732229,3.132751639243925,1.5091289016210745,0.28983383443123595,Iris-setosa
5.645390403302116,2.946747083311697,6.353680580987111,1.9667006467377395,Iris-virginica
4.958963039136177,3.1336329539235575,1.6249000893444079,0.2540343965355897,Iris-setosa
6.113767401727999,2.804857381094184,5.468551711854476,2.2581603316773395,Iris-virginica
5.901162772115402,2.817899828882166,4.269298935115957,1.5562951523951716,Iris-versicolor
5.661729930732863,3.475247426101464,1.652207232451448,0.2090756806974074,Iris-setosa
6.062996748396409,2.8940318578850026,4.364523214222627,1.4276335273718637,Iris-versicolor
5.256874634159189,2.714286071145797,1.3975888038417392,0.29191788463909085,Iris-setosa
5.118486969830227,3.215800708667717,4.334422478777183,1.247971458682384,Iris-versicolor
4.816848368561684,3.605570445468339,1.6723691312316853,0.17047122288514177,Iris-setosa
5.402490494302167,3.3906274167772272,1.8083325854499663,0.25062678666585847,Iris-setosa
6.2139653918946,2.9985953226793023,5.385026743043169,2.24092000215718,Iris-virginica
4.983444627019652,3.631254254707015,1.0820698869497092,0.22897698257461485,Iris-setosa
6.142923303551934,2.7035319557401523,6.321119795296106,2.6318028238887674,Iris-virginica
6.604643535114343,3.0995754474459933,4.953093126301482,2.3880556829526416,Iris-virginica
4.760527791773508,3.8593589754367272,1.3704974664148946,0.3276475864881886,Iris-setosa
5.72689603070033,2.1841895917904726,5.956891465628099,1.925269815398839,Iris-virginica
5.236551405646035,3.735292686679258,1.2900617572535704,0.29012011200397414,Iris-setosa
5.699780693924746,2.875973721495556,5.096334819228179,1.2151275467343154,Iris-versicolor
